cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,avg_life_Q1,avg_life_Q2,avg_life_Q3,avg_life_Q4,avg_life_M,avg_life_F,avg_life_all
6700,Tampa,2395997,12,Florida,FL,81.802513,81.791512,83.759621,83.767151,85.886124,85.932549,87.599449,87.671005,75.693626,75.806061,79.2416,79.340927,81.976532,82.121002,84.712822,84.873909,78.773428,81.52732475,83.97905175,86.21429625,80.47080988,84.7762405,82.62352519
6800,Lakeland,598228,12,Florida,FL,81.647705,81.870049,83.578995,83.812874,85.125923,85.281616,87.124001,87.307297,76.01133,76.288139,79.421585,79.692268,82.019318,82.238197,83.949905,84.207634,78.95430575,81.6264305,83.6662635,85.64720925,80.478547,84.4685575,82.47355225
6900,Sarasota,763795,12,Florida,FL,82.429924,82.721573,84.948959,85.242424,86.605499,86.794632,87.699547,87.935783,76.63073,76.955246,80.57222,80.915779,83.141464,83.403656,85.691803,85.949493,79.68436825,82.9198455,84.98631275,86.8191565,81.65754888,85.54729263,83.60242075
7000,Miami,3955969,12,Florida,FL,85.773354,84.187195,85.773216,84.194641,86.373291,85.035103,87.535141,86.580475,79.955139,78.263916,81.594574,80.024429,82.793205,81.490387,85.136375,84.25071,82.044901,82.896715,83.9229965,85.87567525,81.68859188,85.681552,83.68507194
7100,Port St. Lucie,1533306,12,Florida,FL,83.255875,83.339241,84.763298,84.834419,86.536926,86.640968,88.085175,88.234108,77.808105,77.995514,80.334579,80.471275,82.500427,82.669342,85.368835,85.56913,80.59968375,82.60089275,84.58691575,86.814312,81.58965088,85.71125125,83.65045106
7200,Cape Coral,692265,12,Florida,FL,82.940826,83.020836,84.898361,84.999962,85.967613,86.17321,87.818703,88.03186,77.700272,77.815224,80.513252,80.618652,82.800911,83.039658,85.494492,85.73687,80.3692895,82.75755675,84.495348,86.77048125,81.71491638,85.48142138,83.59816888
7300,Palm Bay,589177,12,Florida,FL,82.213737,82.454269,83.968948,84.273544,85.999519,86.188126,87.573456,87.677406,75.951805,76.351807,79.809868,80.193993,81.987228,82.297966,84.726875,84.94899,79.2429045,82.06158825,84.11820975,86.23168175,80.7835665,85.04362563,82.91359606
7400,Orlando,1697906,12,Florida,FL,83.435188,83.03199,85.286293,84.983688,86.435654,86.276863,87.928658,87.85144,77.727951,77.453018,80.785187,80.594193,83.16819,83.107224,85.203453,85.243889,80.41203675,82.91234025,84.74698275,86.55686,81.66038813,85.65372175,83.65705494
7500,Deltona,563598,12,Florida,FL,81.862244,82.057732,84.504578,84.68605,84.977692,85.273842,86.793716,86.985123,75.91967,76.235611,80.021866,80.265251,82.131302,82.458664,84.480453,84.73893,79.01881425,82.36943625,83.710375,85.7495555,80.78146838,84.64262213,82.71204525
7600,Jacksonville,1176696,12,Florida,FL,81.232193,81.830009,83.801636,84.170296,85.42469,85.619789,87.895592,88.012566,74.776421,75.538567,79.253433,79.725822,81.954285,82.268692,84.977066,85.211349,78.3442975,81.73779675,83.816864,86.52414325,80.46320438,84.74834638,82.60577538
7700,Lake City,149695,12,Florida,FL,81.041336,81.769623,83.460556,83.937981,84.644684,85.030312,88.308365,88.45797,75.347527,76.133766,79.115891,79.618164,80.62545,81.076958,85.059006,85.293472,78.573063,81.533148,82.844351,86.77970325,80.28377925,84.58135338,82.43256631
7800,Ocala,377001,12,Florida,FL,82.038826,82.314262,84.35173,84.512329,85.658066,85.935387,86.932007,87.123802,76.011002,76.382721,79.966263,80.203568,82.573021,82.889938,84.0159,84.297195,79.18670275,82.2584725,84.264103,85.592226,80.792451,84.85830113,82.82537606
7900,Gainesville,320199,12,Florida,FL,81.07991,81.618416,84.582069,84.906792,86.287643,86.585808,88.510803,88.633743,75.816124,76.474823,79.897766,80.328278,83.023613,83.384216,86.215714,86.444435,78.74731825,82.42872625,84.82032,87.45117375,81.44812113,85.275648,83.36188456
8000,Sumter,209914,45,South Carolina,SC,82.194969,83.519936,83.568474,84.493134,84.415337,85.052277,86.857811,87.252571,74.364517,75.977234,79.114426,80.084053,81.681046,82.353333,83.469467,83.965569,79.014164,81.81502175,83.37549825,85.3863545,80.12620563,84.66931363,82.39775963
8100,Columbia,722201,45,South Carolina,SC,81.179153,82.453072,84.735657,85.431007,85.878258,86.355576,87.544846,87.839569,74.743378,76.221077,79.54644,80.376846,82.666,83.221313,84.508865,84.881798,78.64917,82.5224875,84.53028675,86.1937695,80.77071463,85.17714225,82.97392844
8201,Barnwell,72733,45,South Carolina,SC,81.304886,82.873878,84.338608,85.369461,82.40554,83.189972,86.3423,86.847511,74.144058,75.948059,78.618423,79.73291,81.360199,82.114395,84.290306,84.823418,78.56772025,82.0148505,82.2675265,85.57588375,80.128971,84.0840195,82.10649525
8202,Charleston,587297,45,South Carolina,SC,81.984863,83.16964,83.893532,84.508858,86.125885,86.566208,87.569397,87.846634,75.246994,76.628914,79.901459,80.607864,82.606995,83.135368,85.439026,85.778725,79.25760275,82.22792825,84.608614,86.6584455,81.16816813,85.20812713,83.18814763
8300,Greenville,894291,45,South Carolina,SC,81.308578,82.110703,84.713905,85.209595,86.212708,86.596405,88.01358,88.248711,74.689178,75.584915,79.785286,80.356644,82.86525,83.298027,85.201424,85.500679,78.4233435,82.5163575,84.7430975,86.7410985,80.91017538,85.30177313,83.10597425
8401,Augusta,525842,13,Georgia,GA,81.193535,82.38327,83.475014,84.11776,84.992676,85.487556,87.749741,87.973305,74.192886,75.606743,78.434868,79.168068,81.986023,82.560829,84.344749,84.695663,78.3441085,81.2989275,83.756771,86.1908645,80.12372863,84.67160713,82.39766788
8402,Washington,35518,13,Georgia,GA,81.229706,82.534348,82.797363,83.384819,86.471931,86.959183,88.779793,89.144676,75.467987,76.941261,78.851463,79.451233,83.831528,84.345963,85.258354,85.720909,79.0433255,81.1212195,85.40215125,87.225933,81.23358725,85.16272738,83.19815731
8501,Fitzgerald,27415,13,Georgia,GA,82.497688,83.541786,84.378593,85.000877,84.021645,84.488113,85.002037,85.41732,73.710556,74.981895,78.077911,78.826355,79.462624,79.985397,84.322495,84.758514,78.68298125,81.570934,81.98944475,84.8750915,79.26571838,84.29350738,81.77961288
8502,Cordele,42098,13,Georgia,GA,80.721046,81.892822,82.123398,83.039711,85.089615,85.567116,87.604881,87.906334,73.034904,74.480843,79.107903,80.040962,81.407814,81.870102,83.282974,83.657951,77.53240375,81.0779935,83.48366175,85.613035,79.61043163,84.24311538,81.9267735
8503,Valdosta,241530,13,Georgia,GA,82.169113,83.173569,83.469627,83.972252,84.640762,85.019424,87.338303,87.726135,74.320221,75.42968,78.684654,79.276901,81.549797,81.999146,84.038963,84.480888,78.77314575,81.3508585,83.30228225,85.89607225,79.97253125,84.68864813,82.33058969
8601,Waycross,113122,13,Georgia,GA,81.279091,82.123741,83.738106,84.268044,84.591133,85.089806,85.233185,85.646988,74.148285,75.092018,78.368362,78.948853,80.819344,81.325195,81.301239,81.777863,78.16078375,81.33084125,82.9563695,83.48981875,78.97264488,83.99626175,81.48445331
8602,Brunswick,93044,13,Georgia,GA,80.576324,81.56192,83.492088,84.123299,85.156853,85.709732,87.021523,87.231308,73.453278,74.567963,77.629189,78.294731,81.13604,81.735367,84.193901,84.488358,77.53987125,80.88482675,83.434498,85.7337725,79.43735338,84.35913088,81.89824213
8701,Hinesville,131279,13,Georgia,GA,81.072762,81.833626,82.685165,83.300758,85.134979,85.530899,87.200272,87.571915,73.626526,74.705009,77.881577,78.574059,80.573868,81.03566,80.193367,80.733131,77.80948075,80.61038975,83.0688515,83.92467125,78.41539963,84.291297,81.35334831
8702,Statesboro,111346,13,Georgia,GA,82.792938,83.949051,82.89492,83.59845,86.216232,86.627106,87.2005,87.467972,73.909004,75.18837,79.247955,79.970398,81.100937,81.62429,84.505432,84.827614,78.95984075,81.42793075,83.89214125,86.0003795,80.04675,85.09339613,82.57007306
8800,Savannah,434615,13,Georgia,GA,81.50309,82.603706,84.007378,84.674477,85.849022,86.216537,88.039467,88.34359,74.667587,75.952583,79.195938,79.951874,81.840828,82.281357,85.276596,85.647881,78.6817415,81.95741675,84.046936,86.8268835,80.6018305,85.15465838,82.87824444
8900,Macon,386870,13,Georgia,GA,80.510689,81.761734,83.149834,83.963394,85.479218,85.952415,87.724648,88.044113,73.236534,74.649689,77.826607,78.733551,81.433357,82.009392,83.977921,84.425011,77.5396615,80.9183465,83.7185955,86.04292325,79.53650775,84.57325563,82.05488169
9001,Vidalia,108438,13,Georgia,GA,81.278625,82.160614,83.227142,83.870361,85.144905,85.771393,88.048065,88.20047,75.127228,76.063789,78.918213,79.61161,82.505325,83.137764,83.345268,83.540451,78.657564,81.4068315,84.13984675,85.7835635,80.281206,84.71269688,82.49695144
9002,Milledgeville,83808,13,Georgia,GA,80.416992,81.766098,82.157829,83.119751,83.976585,84.536263,87.346382,87.562202,73.994164,75.473259,78.077667,79.004814,82.912666,83.457603,83.112892,83.45047,77.91262825,80.59001525,83.72077925,85.3679865,79.93544188,83.86026275,81.89785231
9003,Dublin,74610,13,Georgia,GA,81.481743,82.87249,82.866592,83.658257,86.671616,87.183319,85.965134,86.247269,74.112602,75.628319,78.493256,79.271225,80.467323,81.145103,83.969971,84.279373,78.5237885,81.0723325,83.86684025,85.11543675,79.6708965,84.6183025,82.1445995
9100,Atlanta,3798017,13,Georgia,GA,81.753983,82.661293,84.284897,84.751045,85.67923,85.964653,87.710983,87.82872,76.394623,77.381302,79.573914,80.15654,82.313362,82.686157,85.155815,85.368217,79.54780025,82.191599,84.1608505,86.51593375,81.12874125,85.0793505,83.10404588
9200,Griffin,135136,13,Georgia,GA,80.259277,81.440994,82.542412,83.192497,85.660614,86.205841,86.617462,86.923126,73.571739,74.857506,78.978752,79.640625,79.935837,80.570831,83.829575,84.148903,77.532379,81.0885715,83.09328075,85.3797665,79.441721,84.10527788,81.77349944
9301,Athens,212223,13,Georgia,GA,81.473175,82.315239,84.516396,84.953934,85.7444,86.101097,87.969673,88.158791,75.219566,76.116493,79.828171,80.314545,82.776886,83.155067,86.766327,86.988014,78.78111825,82.4032615,84.4443625,87.47070125,81.39563363,85.15408813,83.27486088
9302,Toccoa,89228,13,Georgia,GA,83.125641,83.761246,85.173729,85.607162,86.864349,87.24958,87.362663,87.742012,74.759331,75.576485,79.683136,80.227287,82.099518,82.590927,82.795815,83.286552,79.30567575,82.6728285,84.7010935,85.2967605,80.12738138,85.86079775,82.99408956
9400,Gainesville,272150,13,Georgia,GA,82.245193,82.536453,85.577873,85.831627,86.346046,86.597099,87.319153,87.583054,75.581635,75.867035,80.286293,80.620071,82.581429,82.867889,84.699142,84.982086,79.057579,83.078966,84.59811575,86.14585875,80.9356975,85.50456225,83.22012988
9500,Talladega,148252,1,Alabama,AL,81.143768,82.121864,83.701035,84.379509,84.854141,85.303284,86.99498,87.446846,74.225212,75.375145,78.049759,78.78756,81.803017,82.309425,85.178215,85.629387,78.21649725,81.22946575,83.56746675,86.312357,80.169715,84.49317838,82.33144669
9600,LaGrange,457299,13,Georgia,GA,80.504013,81.457695,83.897408,84.396935,85.005432,85.499451,86.957909,87.230171,74.005684,75.036606,78.675453,79.255409,81.852768,82.37397,84.136444,84.478043,77.7509995,81.55630125,83.68290525,85.70064175,79.97679713,84.36862675,82.17271194
9701,Columbus,303656,13,Georgia,GA,80.32193,81.567886,82.842659,83.592369,83.344055,83.920479,85.970551,86.406815,73.713448,75.176811,78.036201,78.88105,80.619888,81.269699,83.751213,84.287735,77.69501875,80.83806975,82.28853025,85.1040785,79.46700563,83.495843,81.48142431
9702,Americus,65826,13,Georgia,GA,81.93705,83.35759,82.479866,83.362106,84.763596,85.335983,86.659775,87.255234,74.390633,75.893578,78.183731,79.054153,83.058495,83.583267,85.639755,86.174133,78.89471275,80.769964,84.18533525,86.43222425,80.74721813,84.3939,82.57055906
9800,Auburn,150911,1,Alabama,AL,81.580383,83.027924,82.824059,83.72448,83.805084,84.523376,86.918205,87.275749,74.594437,76.146423,78.444908,79.374519,82.636292,83.258331,86.045044,86.35273,78.83729175,81.0919915,83.55577075,86.647932,80.8565855,84.2099075,82.5332465
9900,Tallahassee,426634,12,Florida,FL,81.456551,82.415802,84.353584,84.950249,86.659187,87.03141,87.47596,87.705292,75.09391,76.145485,79.890831,80.567604,82.398338,82.848907,85.116943,85.405739,78.777937,82.440567,84.7344605,86.4259835,80.93346963,85.25600438,83.094737
10000,Panama City,172606,12,Florida,FL,81.527328,82.031868,83.540329,83.935196,85.66861,85.802856,85.997726,86.225044,75.427643,76.078835,78.909309,79.363991,82.264091,82.61599,84.230347,84.513512,78.7664185,81.43720625,84.08788675,85.24165725,80.42546475,84.34111963,82.38329219
10101,Bainbridge,43992,13,Georgia,GA,82.073845,83.153168,82.157791,82.886879,83.193985,83.832848,86.824219,87.24202,72.893585,74.14679,79.238365,79.952965,82.133026,82.71936,81.918671,82.366974,78.066847,81.059,82.96980475,84.587971,79.421217,83.92059438,81.67090569
10102,Thomasville,66396,13,Georgia,GA,81.952911,83.119789,83.061607,83.789207,86.846214,87.298752,85.016289,85.441872,75.91494,77.23423,78.786331,79.46685,83.625839,84.143112,86.729279,87.021019,79.5554675,81.27599875,85.47847925,86.05211475,81.6152,84.56583013,83.09051506
10200,Albany,181765,13,Georgia,GA,81.083221,82.531769,83.379204,84.371681,85.637344,86.145111,87.850479,88.116379,74.969223,76.641342,78.425446,79.508873,80.421783,81.031235,84.507378,84.909584,78.80638875,81.421301,83.30886825,86.345955,80.051858,84.8893985,82.47062825
10301,Eufaula,61458,13,Georgia,GA,82.71228,84.146591,83.928329,84.80925,86.379929,86.921478,88.99015,89.257751,75.166161,76.853821,77.90654,78.891937,80.167763,80.787277,84.346817,84.74865,79.71971325,81.384014,83.56411175,86.835842,79.85862075,85.89321975,82.87592025
10302,Dothan,223605,1,Alabama,AL,81.733376,82.575859,83.560387,84.049431,85.727379,86.054558,86.107254,86.461983,74.876678,75.886787,79.086395,79.67083,81.038597,81.491753,83.707672,84.146965,78.768175,81.59176075,83.57807175,85.1059685,79.98820963,84.53377838,82.260994
10400,Meridian,157091,28,Mississippi,MS,81.062668,82.346092,82.56839,83.362366,86.493652,86.981239,86.202988,86.313492,74.553711,76.051422,78.881554,79.693977,81.553246,82.166977,84.206261,84.389854,78.50347325,81.12657175,84.2987785,85.27814875,80.18712525,84.41636088,82.30174306
10501,Columbus,95083,28,Mississippi,MS,81.895805,83.233963,84.105171,84.771042,84.993126,85.646469,88.669144,88.87571,75.323586,76.923416,80.041458,80.798836,82.319878,83.006241,84.567673,85.00032,79.3441925,82.42912675,83.9914285,86.77821175,80.997676,85.27380375,83.13573988
10502,Starkville,105093,28,Mississippi,MS,82.159187,83.399445,84.499992,85.304817,86.854424,87.288681,88.89389,89.223358,76.607399,78.044769,79.925644,80.779396,81.855026,82.375969,83.858101,84.394943,80.0527,82.62746225,84.593525,86.592573,80.98015588,85.95297425,83.46656506
10600,Jasper,161169,1,Alabama,AL,81.151939,81.711105,84.304955,84.730255,84.396271,84.825615,84.986305,85.292213,74.094208,74.730438,78.739922,79.244484,81.957558,82.382133,83.02433,83.357964,77.9219225,81.754904,83.39039425,84.165203,79.69137963,83.92483225,81.80810594
10700,Birmingham,1038182,1,Alabama,AL,80.764122,81.943214,83.863159,84.566483,85.391098,85.885101,87.235008,87.523918,74.145882,75.464539,78.545876,79.338074,81.564766,82.119545,84.464188,84.804749,78.07943925,81.578398,83.7401275,86.00696575,80.05595238,84.64651288,82.35123263
10801,Tuscaloosa,261112,1,Alabama,AL,80.772888,82.198242,83.62883,84.443726,85.346107,85.907219,86.633507,86.95211,74.083961,75.694084,79.309769,80.182922,82.196472,82.790108,84.076828,84.468681,78.18729375,81.89131175,84.0599765,85.5327815,80.35035313,84.48532863,82.41784088
10802,Demopolis,63233,1,Alabama,AL,82.27787,83.907784,85.396637,86.395622,86.133987,86.643929,87.192093,87.530334,74.486046,76.576103,79.752953,80.975197,80.149109,80.77771,83.761757,84.199409,79.31195075,83.13010225,83.42618375,85.67089825,80.0847855,85.684782,82.88478375
10900,Pensacola,623252,12,Florida,FL,81.57373,81.966309,84.259315,84.53492,85.213676,85.486313,87.387268,87.562088,75.483971,76.120445,79.540176,80.025833,82.295128,82.675438,84.933754,85.238579,78.78611375,82.090061,83.91763875,86.28042225,80.7891655,84.74795238,82.76855894
11001,Mobile,599405,1,Alabama,AL,81.787933,82.836052,83.905098,84.514313,85.250786,85.698509,87.232445,87.570488,74.701263,75.949501,79.65229,80.330658,82.005135,82.491623,83.904068,84.310905,78.81868725,82.10058975,83.86151325,85.7544765,80.41818038,84.849453,82.63381669
11002,Atmore,76853,1,Alabama,AL,83.105179,84.218315,84.406189,85.112259,85.689468,86.1297,84.996086,85.459198,74.544701,75.996445,78.685966,79.477081,80.581253,81.134819,80.921989,81.427811,79.46616,81.92037375,83.38381,83.201271,79.09625813,84.88954925,81.99290369
11101,Montgomery,367927,1,Alabama,AL,80.422913,81.881577,83.342377,84.039711,85.27314,85.826965,87.078514,87.448463,73.532501,75.212143,77.819115,78.679871,80.849304,81.472496,84.071671,84.51825,77.7622835,80.9702685,83.35547625,85.7792245,79.51941888,84.4142075,81.96681319
11102,Troy,80901,1,Alabama,AL,82.00444,82.897354,83.379616,83.99379,87.706757,87.995003,87.754662,88.06633,75.486389,76.51371,78.773239,79.477493,81.718102,82.168373,84.47937,84.859795,79.22547325,81.4060345,84.89705875,86.29003925,80.43455888,85.474744,82.95465144
11201,Bluefield,199334,51,Virginia,VA,81.952652,82.405235,83.026505,83.498466,84.455353,84.936531,87.581383,87.76088,75.799072,76.307526,79.658424,80.115242,82.754562,83.181175,84.38662,84.659096,79.11612125,81.57465925,83.83190525,86.09699475,80.85771463,84.45212563,82.65492013
11202,Welch,53037,54,West Virginia,WV,80.923294,81.499496,83.784737,84.201897,85.468399,85.810463,83.792068,84.263535,74.760963,75.350754,78.84967,79.343277,81.896255,82.284523,88.050339,88.261986,78.13362675,81.54489525,83.86491,86.091982,81.09972088,83.71798613,82.4088535
11203,Big Stone Gap,84011,51,Virginia,VA,82.589188,83.010139,85.276115,85.604683,83.664917,84.067986,85.072563,85.280952,76.345795,76.840378,80.60746,81.041359,84.966255,85.2304,84.269875,84.523056,79.696375,83.13240425,84.4823895,84.7866115,81.72807225,84.32081788,83.02444506
11301,Fredericksburg,241044,51,Virginia,VA,80.419266,81.055687,83.661774,84.048073,84.638817,85.058151,87.455353,87.643578,74.493744,75.354019,78.35997,78.935059,81.332199,81.836525,84.803123,85.095261,77.830679,81.251219,83.216423,86.24932875,80.0262375,84.24758738,82.13691244
11302,Baltimore,2512431,24,Maryland,MD,80.389626,81.552727,83.123672,83.782394,85.143654,85.58358,87.642197,87.82518,74.297272,75.597176,78.846558,79.5905,81.717361,82.222351,84.958588,85.230812,77.95920025,81.335781,83.6667365,86.41419425,80.30757725,84.38037875,82.343978
11303,Colonial Beach,59342,51,Virginia,VA,82.233376,83.222099,84.206825,84.862129,85.597382,86.030342,86.63443,86.948357,75.522629,76.740494,78.636078,79.386139,83.006424,83.450562,84.64679,84.984612,79.4296495,81.77279275,84.5211775,85.80354725,80.796716,84.9668675,82.88179175
11304,Washington DC,4632415,11,District of Columbia,DC,82.501564,82.847771,84.072533,84.118988,85.511101,85.466072,87.896515,87.783173,77.467056,78.054184,79.647957,79.95591,82.125931,82.327072,85.852341,85.949318,80.21764375,81.948847,83.857544,86.87033675,81.42247113,85.02471463,83.22359288
11401,Marquette,121919,26,Michigan,MI,81.324425,81.72831,85.060303,85.390938,87.23494,87.541016,87.804489,88.079033,76.333138,76.818932,81.062744,81.461929,83.860367,84.223679,84.852112,85.186523,79.05120125,83.2439785,85.7150005,86.48053925,81.724928,85.52043175,83.62267988
11402,Marinette,114408,26,Michigan,MI,82.131729,82.565544,85.817795,86.101158,87.445221,87.707695,87.839737,88.15612,77.247498,77.692574,80.683182,81.094345,84.683838,85.012436,83.461967,83.883423,79.90933625,83.42412,86.2122975,85.83531175,81.71990788,85.97062488,83.84526638
11403,Sault Ste. Marie,57510,26,Michigan,MI,81.899338,82.259964,83.621437,84.076469,87.221016,87.500626,87.972557,88.243347,76.101112,76.587616,82.210571,82.621948,83.185242,83.589867,86.601173,86.80619,79.2120075,83.13260625,85.37418775,87.40581675,82.21296488,85.34934425,83.78115456
11500,Jackson,303839,26,Michigan,MI,80.692009,81.149673,84.045113,84.418098,85.637535,85.958984,87.132591,87.354012,75.571747,76.075493,80.059265,80.458374,82.852722,83.170959,84.200935,84.478806,78.3722305,82.2452125,84.40505,85.791586,80.85853763,84.54850188,82.70351975
11600,Detroit,5327827,26,Michigan,MI,79.52182,80.509537,83.20607,83.776665,85.255135,85.707741,86.98053,87.223053,73.803291,74.831718,78.921951,79.545097,81.678696,82.190186,84.24707,84.57563,77.1665915,81.36244575,83.7079395,85.75657075,79.97420488,84.02256888,81.99838688
11700,Lansing,447728,26,Michigan,MI,80.135391,80.42923,83.609772,83.974014,86.477371,86.759514,87.7593,87.90136,75.280754,75.623436,80.084404,80.470566,82.817902,83.167351,86.213928,86.390579,77.86720275,82.034689,84.8055345,87.06629175,81.256115,84.630744,82.9434295
11800,Mount Pleasant,136888,26,Michigan,MI,81.674789,82.039482,84.350914,84.711517,86.223656,86.528412,88.990074,89.107361,75.257492,75.672554,81.016853,81.370621,82.105858,82.447632,85.627411,85.850822,78.66107925,82.86247625,84.3263895,87.393917,81.16865538,85.45327563,83.3109655
11900,Saginaw,540707,26,Michigan,MI,81.226646,81.710678,84.041763,84.393532,86.329414,86.627686,87.378998,87.61483,74.755287,75.302162,80.546448,80.920448,82.298965,82.673813,84.148758,84.456833,78.24869325,82.47554775,84.4824695,85.89985475,80.63783925,84.91544338,82.77664131
12001,Big Rapids,120045,26,Michigan,MI,80.83847,81.296776,84.045746,84.476952,86.384956,86.727394,86.88401,87.179955,75.852997,76.321609,80.86364,81.295128,83.552071,83.937691,85.106194,85.451843,78.577463,82.6703665,85.150528,86.1555005,81.54764663,84.72928238,83.1384645
12002,Ludington,52801,26,Michigan,MI,81.863113,82.248573,84.115364,84.478348,86.181389,86.501099,88.601929,88.840469,76.667389,77.086945,80.147743,80.52581,82.896965,83.23513,87.46067,87.701004,79.466505,82.31681625,84.70364575,88.151018,81.965207,85.3537855,83.65949625
12100,Kalamazoo,509606,26,Michigan,MI,80.377602,80.994247,84.427742,84.830276,85.816483,86.160805,87.622215,87.817398,75.301926,75.958443,79.728584,80.188728,83.469589,83.833221,85.525314,85.776421,78.1580545,82.2938325,84.8200245,86.685337,81.22277825,84.755846,82.98931213
12200,Grand Rapids,1286045,26,Michigan,MI,81.32148,81.78553,85.000671,85.242722,86.477921,86.756149,88.148094,88.367599,76.13092,76.621216,81.06105,81.345497,83.54438,83.855896,85.947113,86.20121,78.9647865,83.162485,85.1585865,87.166004,81.83841025,85.38752075,83.6129655
12301,Traverse City,154452,26,Michigan,MI,81.871452,82.260735,85.843803,86.14547,87.427704,87.743523,88.574493,88.837265,77.517914,77.940041,82.272514,82.627869,83.15831,83.563446,86.257385,86.571312,79.8975355,84.222414,85.47324575,87.56011375,82.48859888,86.08805563,84.28832725
12302,Petoskey,83975,26,Michigan,MI,81.433334,81.916512,84.885773,85.246155,86.469498,86.82489,88.244034,88.513321,76.684998,77.17421,80.823158,81.22493,84.025383,84.402985,85.296349,85.615982,79.3022635,83.045004,85.430689,86.9174215,81.90599938,85.44168963,83.6738445
12401,Alpena,84783,26,Michigan,MI,82.554192,82.959183,84.280655,84.697289,86.876961,87.195648,88.283417,88.400322,76.343498,76.801819,81.16423,81.568459,83.503731,83.896912,83.251076,83.612206,79.664673,82.92765825,85.368313,85.88675525,81.26774138,85.65595838,83.46184988
12402,Grayling,104421,26,Michigan,MI,81.176506,81.598427,84.42952,84.805672,86.339577,86.642479,85.70594,86.019432,75.536201,75.985016,80.677856,81.112808,83.312294,83.661865,84.242416,84.597816,78.5740375,82.756464,84.98905375,85.141401,81.140784,84.58969413,82.86523906
12501,Dayton,1179009,39,Ohio,OH,80.333138,81.038795,83.691437,84.206245,85.447845,85.83918,87.223793,87.52166,74.280449,75.069572,79.757103,80.31514,82.408813,82.854713,85.103798,85.457527,77.6804885,81.99248125,84.13763775,86.3266945,80.65588938,84.41276163,82.5343255
12502,Washington Court House,109851,39,Ohio,OH,80.632675,81.15538,83.109329,83.556923,83.710609,84.207649,88.190796,88.331116,74.573952,75.103226,79.896645,80.348961,82.735947,83.136887,82.936752,83.29039,77.86630825,81.7279645,83.447773,85.6872635,80.252845,84.11180963,82.18232731
12600,Wayne,104034,18,Indiana,IN,80.20919,80.695061,82.881653,83.361366,85.467087,85.868835,86.944031,87.271782,74.94313,75.450134,78.143074,78.677483,82.410347,82.845154,84.44799,84.802986,77.82437875,80.765894,84.14785575,85.86669725,80.21503725,84.08737563,82.15120644
12701,Cincinnati,1954800,39,Ohio,OH,79.744972,80.537575,83.058136,83.563553,84.731148,85.197144,87.096306,87.358383,74.334595,75.173569,79.07811,79.619347,82.479691,82.943283,84.849113,85.174568,77.44767775,81.3297865,83.8378165,86.1195925,80.4565345,83.91090213,82.18371831
12702,Maysville,52963,21,Kentucky,KY,81.413986,81.903511,85.981125,86.337006,86.565285,86.843102,87.286423,87.646484,76.183823,76.701988,78.60363,79.142036,81.761917,82.159492,80.440598,80.97113,79.050827,82.51594925,84.332449,84.08615875,79.49557675,85.49711525,82.496346
12800,Washington,134026,18,Indiana,IN,80.686539,81.16272,83.8666,84.263947,86.908661,87.212402,86.271347,86.545609,74.903145,75.395279,79.225548,79.667473,82.866592,83.269089,83.783302,84.136742,78.03692075,81.755892,85.064186,85.18425,80.40589625,84.61472813,82.51031219
12901,Lexington,525970,21,Kentucky,KY,79.847908,80.501076,82.834518,83.385391,85.393852,85.724831,87.31913,87.590202,74.918686,75.572304,79.627205,80.164543,82.222839,82.598648,85.150139,85.455643,77.7099935,81.50291425,83.9850425,86.3787785,80.71375088,84.0746135,82.39418219
12902,Mount Sterling,40195,21,Kentucky,KY,82.014648,82.507896,86.581146,86.881485,85.669121,86.047676,85.877922,86.156067,75.162613,75.702919,80.293411,80.761589,82.830574,83.20932,87.485321,87.645889,78.847019,83.62940775,84.43917275,86.79129975,81.6364545,85.21699513,83.42672481
12903,Danville,86667,21,Kentucky,KY,81.96563,82.469521,84.370667,84.79847,84.928726,85.294846,86.597,86.975883,75.925209,76.480682,79.353096,79.859329,81.434151,81.860008,84.664146,85.021019,79.2102605,82.0953905,83.37943275,85.814512,80.574705,84.67509288,82.62489894
13000,Elizabethtown,176597,21,Kentucky,KY,80.725227,81.137329,82.869522,83.315491,84.428192,84.827354,87.316429,87.117729,75.013,75.561081,79.730934,80.198418,82.278954,82.701645,83.4655,83.792374,78.10915925,81.52859125,83.55903625,85.423008,80.34273825,83.96715913,82.15494869
13101,Louisville,1100767,21,Kentucky,KY,80.164558,80.889198,83.272621,83.790161,85.346306,85.735733,87.3377,87.636314,74.128441,74.923393,79.17466,79.732033,81.825302,82.277924,84.560028,84.918388,77.5263975,81.49236875,83.79631625,86.1131075,80.19252113,84.27157388,82.2320475
13102,Madison,49985,18,Indiana,IN,80.026039,80.396843,80.697021,81.182289,85.130707,85.572548,86.081192,86.500198,74.152443,74.575989,77.406799,77.839806,80.5681,81.06617,85.53743,85.888275,77.2878285,79.28147875,83.08438125,86.00177375,79.6293765,83.19835463,81.41386556
